Nombre	1990 E	1990 I	1990 T	1990 H	1991 E	1991 I	1991 T	1991 H	1992 E	1992 I	1992 T	1992 H	1993 E	1993 I	1993 T	1993 H	1994 E	1994 I	1994 T	1994 H	1995 E	1995 I	1995 T	1995 H	1996 E	1996 I	1996 T	1996 H	1997 E	1997 I	1997 T	1997 H	1998 E	1998 I	1998 T	1998 H	1999 E	1999 I	1999 T	1999 H	2000 E	2000 I	2000 T	2000 H	2001 E	2001 I	2001 T	2001 H	2002 E	2002 I	2002 T	2002 H	2003 E	2003 I	2003 T	2003 H	2004 E	2004 I	2004 T	2004 H	2005 E	2005 I	2005 T	2005 H	2006 E	2006 I	2006 T	2006 H	2007 E	2007 I	2007 T	2007 H	2008 E	2008 I	2008 T	2008 H	2009 E	2009 I	2009 T	2009 H	2010E	2010 I	2010 T	2010 H
Cochoapa el grande	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25198322	25198322	4	0	38180782	38180782	2	0	48640044	48640044	4	3	55917260	55917260	14	6	69985486	69985486	13	6	84541575	84541575	5	4
Cocotitlán	2086238	2086238	9	1	1465599	1465599	5	3	1817407	1817407	9	5	2041946	2041946	6	1	2383430	2383430	9	4	3094500	3094500	9	3	4731787	4731787	4	2	6376677	6376677	12	6	9708233	9708233	3	1	12334184	12334184	5	1	14434584	14434584	2	0	0	0	10	3	24630676	24630676	3	2	26251700	26251700	6	0	25164091	25164091	4	1	27975575	27975575	10	1	33214323	33214323	5	3	32409574	32409574	2	0	36987454	36987454	5	2	39833840	39833840	1	0	61207000	61207000	3	0
Cocula	846694	846694	9	1	1439380	1439380	16	3	1583318	1583318	17	1	1964100	1964100	17	0	2790288	2790288	17	1	4049351	4049351	15	2	4987209	4987209	9	0	2173255	2173255	15	1	0	0	13	2	0	0	14	1	12440421	12440421	15	3	14990576	14990576	13	0	14557664	14557664	13	3	17068412	17068412	15	1	14990576	14990576	12	1	18630658	18630658	15	0	23604527	23604527	12	3	21661723	21661723	13	0	0	0	14	2	33087838	33087838	28	2	39453709	39453709	22	1
Cocula	2036762	2036762	9	1	1972173	1972173	16	3	3249679	3249679	17	1	3098895	3098895	17	0	4414678	4414678	17	1	5570923	5570923	15	2	8386376	8386376	9	0	10813006	10813006	15	1	16912870	16912870	13	2	19619858	19619858	14	1	0	0	15	3	28172248	28172248	13	0	31600163	31600163	13	3	41396105	41396105	15	1	37796702	37796702	12	1	52072589	52072589	15	0	0	0	12	3	58511751	58511751	13	0	97116451	97116451	14	2	103324215	103324215	28	2	75371031	75371031	22	1
Coeneo	1131326	1131326	9	3	1283636	1283636	8	1	1598075	1598075	10	2	1830512	1830512	21	9	2208891	2208891	23	8	2747812	2747812	16	4	4295181	4295181	12	2	5392942	5392942	20	4	15064786	15064786	8	2	21753520	21753520	14	4	28081466	28081466	16	1	29933588	29933588	21	6	31507006	31507006	13	5	36876358	36876358	17	3	37988031	37988031	15	0	38858813	38858813	16	1	44174249	44174249	10	0	58861225	58861225	20	1	51979385	51979385	18	1	57245160	57245160	14	2	57741939	57741939	15	2
Coetzala	236730	236730	9	0	244414	244414	0	0	296472	296472	0	0	454005	454005	1	0	601239	601239	3	0	680480	680480	0	0	929183	929183	1	0	1176222	1176222	1	1	1525533	1525533	1	0	2115031	2115031	1	0	1617355	1617355	1	0	2667432	2667432	0	0	4169977	4169977	0	0	4637292	4637292	0	0	4691504	4691504	1	0	5945626	5945626	3	0	6714993	6714993	2	0	7899028	7899028	0	0	9513387	9513387	0	0	12608267	12608267	0	0	10943449	10943449	0	0
Cohetzala	191191	191191	9	0	325026	325026	0	0	199936	199936	1	0	187999	187999	1	0	436307	436307	0	0	765474	765474	1	0	1422565	1422565	1	0	1866745	1866745	2	0	2268845	2268845	2	0	2100961	2100961	1	0	2810166	2810166	1	0	0	0	3	2	6544027	6544027	3	1	3510600	3510600	0	0	4752543	4752543	0	0	3898286	3898286	3	0	5418911	5418911	0	0	6572321	6572321	0	0	6082957	6082957	1	0	7816223	7816223	1	0	0	0	0	0
Cohuecan	128148	128148	9	0	257919	257919	3	1	439080	439080	2	0	332864	332864	2	0	566864	566864	0	0	974031	974031	0	0	1586288	1586288	4	0	2045021	2045021	3	2	2626958	2626958	4	2	2794035	2794035	1	0	3486660	3486660	2	0	6578796	6578796	5	1	6491030	6491030	2	0	8128733	8128733	0	0	8684502	8684502	1	0	9607261	9607261	3	1	12110505	12110505	2	2	11410766	11410766	2	0	0	0	0	0	15280317	15280317	4	0	0	0	2	2
Coicoyán de las Flores	41718	41718	9	0	82328	82328	2	1	0	0	2	2	102382	102382	4	3	177542	177542	4	2	216978	216978	3	2	494345	494345	4	2	1075108	1075108	3	2	0	0	4	2	1404339	1404339	4	3	1409027	1409027	6	0	6039372	6039372	4	1	9619906	9619906	5	3	9763038	9763038	4	3	880918	880918	5	2	0	0	7	2	5719353	5719353	4	0	7823939	7823939	4	2	0	0	9	5	0	0	1	0	0	0	3	1
Coixtlahuaca	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cojumatlán de Régules	716700	716700	9	1	997940	997940	4	0	1646294	1646294	10	3	1381115	1381115	6	0	1847182	1847182	6	0	1744185	1744185	10	1	2357673	2357673	6	0	0	0	5	0	8646045	8646045	7	1	9133138	9133138	6	0	10417207	10417207	7	1	16151362	16151362	4	0	14283971	14283971	11	0	16941883	16941883	6	0	19647843	19647843	4	0	17099769	17099769	3	1	21828026	21828026	6	0	22454333	22454333	5	1	24973955	24973955	2	0	22925982	22925982	3	1	30920143	30920143	4	0
Colima	63163032	63163032	9	16	88475288	88475288	113	27	103436198	103436198	131	26	108839868	108839868	73	12	139663916	139663916	84	14	151524395	151524395	80	20	204628936	204628936	71	13	289805562	289805562	86	21	486050690	486050690	71	15	634821033	634821033	86	18	745204531	745204531	58	14	826120046	826120046	72	17	978587792	978587792	82	16	1059356754	1059356754	71	11	1139456438	1139456438	79	16	1316382266	1316382266	63	9	1540923997	1540923997	66	11	1597428339	1597428339	75	8	2112931219	2112931219	89	16	1912455922	1912455922	73	12	2141347496	2141347496	87	38
Colima	25327130	25327130	9	16	31985031	31985031	113	27	33796000	33796000	131	26	32475000	32475000	73	12	42150000	42150000	84	14	45399000	45399000	80	20	55994481	55994481	71	13	75847379	75847379	86	21	127044629	127044629	71	15	161208350	161208350	86	18	183457881	183457881	58	14	199173308	199173308	72	17	228932263	228932263	82	16	236783903	236783903	71	11	283118064	283118064	79	16	312873729	312873729	63	9	329217222	329217222	66	11	350033297	350033297	75	8	436966316	436966316	89	16	442877633	442877633	73	12	467183570	467183570	87	38
Colipa	224942	224942	9	2	354173	354173	2	1	354176	354176	4	4	612788	612788	3	1	880130	880130	4	3	1179998	1179998	3	1	1379420	1379420	5	2	2149092	2149092	0	0	2424896	2424896	4	3	0	0	3	1	2439140	2439140	4	0	8138352	8138352	1	0	8759925	8759925	4	1	9278658	9278658	3	0	9782028	9782028	5	1	13481541	13481541	2	0	14696686	14696686	9	1	14236780	14236780	5	1	19514547	19514547	5	0	19162127	19162127	6	1	17468302	17468302	2	0
Colón	2429231	2429231	9	3	4330451	4330451	22	1	7794814	7794814	33	7	5627365	5627365	23	2	7402896	7402896	29	2	0	0	21	3	9019916	9019916	20	3	24164589	24164589	25	2	31182610	31182610	28	2	45717050	45717050	24	4	54325873	54325873	22	3	71854531	71854531	35	6	71560332	71560332	29	4	79304385	79304385	23	4	89762591	89762591	33	3	104291752	104291752	25	3	121359206	121359206	31	0	129158571	129158571	31	3	183461618	183461618	29	5	195369882	195369882	23	4	173464096	173464096	28	2
Colotlán	1090056	1090056	9	0	1853907	1853907	13	2	3052087	3052087	17	0	3708921	3708921	11	0	3966063	3966063	20	0	4687017	4687017	14	1	6138357	6138357	12	1	8303545	8303545	10	0	14703465	14703465	17	2	16857219	16857219	8	0	0	0	9	1	23664427	23664427	10	0	24898855	24898855	10	1	27663058	27663058	9	2	29771604	29771604	8	0	41401851	41401851	11	1	49072489	49072489	11	1	48681070	48681070	6	2	74921989	74921989	9	1	95609940	95609940	24	6	0	0	17	2
Comala	1530938	1530938	9	0	2308041	2308041	16	5	3008031	3008031	15	3	2889202	2889202	15	5	3892000	3892000	9	1	4247000	4247000	13	2	5482245	5482245	7	2	7785998	7785998	12	0	18613923	18613923	6	5	21441652	21441652	12	1	23942834	23942834	6	0	28005528	28005528	7	1	32884756	32884756	8	0	35793803	35793803	10	0	32938221	32938221	9	1	44006298	44006298	10	2	56885468	56885468	11	0	51027179	51027179	9	3	73827971	73827971	10	1	61640421	61640421	5	1	72488975	72488975	11	5
Comalcalco	24243276	24243276	9	5	21581290	21581290	129	17	24916058	24916058	114	10	25919000	25919000	101	7	25244215	25244215	103	15	47441421	47441421	101	17	86692738	86692738	105	17	104981618	104981618	136	13	182900068	182900068	96	5	220332769	220332769	84	5	267627462	267627462	84	5	280533599	280533599	90	7	287467478	287467478	105	10	365732304	365732304	86	6	397118247	397118247	103	7	397118179	397118179	103	7	402669595	402669595	117	12	428809025	428809025	105	12	653155573	653155573	112	17	744719799	744719799	131	11	726116680	726116680	112	13
Comapa	210371	210371	9	0	299598	299598	5	1	472895	472895	3	1	666206	666206	1	0	1819469	1819469	5	0	1103172	1103172	7	0	1792115	1792115	0	0	2333510	2333510	5	2	2988762	2988762	6	1	3834810	3834810	3	0	5035571	5035571	3	0	15706157	15706157	6	0	17317311	17317311	3	0	17180000	17180000	6	1	20864781	20864781	2	0	23426910	23426910	10	1	23307515	23307515	3	2	25227860	25227860	4	0	39764543	39764543	8	0	47665251	47665251	8	0	48664938	48664938	8	1
Comitán de Domínguez	6396794	6396794	9	14	7189500	7189500	47	10	10744919	10744919	51	13	25247281	25247281	45	11	28737243	28737243	75	28	21037888	21037888	68	12	29338970	29338970	63	12	47979267	47979267	47	11	59671757	59671757	77	14	96816608	96816608	52	13	123293703	123293703	54	4	121547584	121547584	56	0	123019343	123019343	57	1	143007175	143007175	72	9	165926516	165926516	63	5	157677056	157677056	71	5	232544718	232544718	64	14	323514599	323514599	47	0	289697454	289697454	70	1	301221639	301221639	94	15	291220073	291220073	76	2
Comondú	22991584	22991584	9	2	28739480	28739480	32	6	34394686	34394686	35	7	33399179	33399179	27	4	37892128	37892128	34	2	38909269	38909269	33	5	64792000	64792000	38	4	46144000	46144000	29	4	79491995	79491995	29	1	90999043	90999043	35	6	95619913	95619913	45	6	111382873	111382873	31	3	131074519	131074519	32	5	143196204	143196204	43	2	161744000	161744000	39	2	172187058	172187058	64	2	227106356	227106356	33	1	257391885	257391885	61	7	291600035	291600035	30	2	327546733	327546733	35	5	0	0	38	7
Comonfort	1434234	1434234	9	9	2411977	2411977	59	8	4037163	4037163	53	9	5157503	5157503	31	3	5860414	5860414	37	3	8928968	8928968	29	2	10927109	10927109	33	5	13043540	13043540	41	3	33467968	33467968	31	2	50307175	50307175	29	5	60379298	60379298	24	4	70185822	70185822	30	4	87957470	87957470	28	3	96412564	96412564	32	2	87496134	87496134	22	2	104524677	104524677	28	0	130588695	130588695	42	5	147079798	147079798	29	1	173736275	173736275	42	8	190953907	190953907	43	9	0	0	38	12
Compostela	5422247	5422247	9	25	6109829	6109829	62	17	7214144	7214144	45	16	10280619	10280619	58	21	11293219	11293219	70	31	11414351	11414351	49	24	13448535	13448535	42	12	15641398	15641398	59	17	33285801	33285801	38	5	49648413	49648413	34	7	52230772	52230772	40	15	59720795	59720795	40	10	79635656	79635656	43	9	76948174	76948174	55	8	85853111	85853111	37	9	109602816	109602816	44	10	108222293	108222293	41	6	119476628	119476628	65	6	159857210	159857210	35	9	179295875	179295875	63	11	213683528	213683528	51	9
Concepción Buenavista	40192	40192	9	0	17938	17938	0	0	54162	54162	0	0	79311	79311	0	0	0	0	0	0	175792	175792	0	0	172575	172575	0	0	0	0	0	0	632127	632127	2	1	865571	865571	1	0	932592	932592	0	0	2224745	2224745	0	0	2341173	2341173	1	0	2264779	2264779	1	0	2475599	2475599	0	0	1959068	1959068	2	0	0	0	0	0	731273	731273	0	0	3404856	3404856	0	0	3252619	3252619	1	0	0	0	0	0
Concepción de Buenos Aires	508834	508834	9	2	868397	868397	3	0	920565	920565	5	0	1193602	1193602	0	0	1166990	1166990	9	2	1574464	1574464	1	0	2599477	2599477	6	1	4542249	4542249	2	0	5915065	5915065	3	0	8129941	8129941	4	1	7913887	7913887	5	0	8467308	8467308	3	0	10612711	10612711	5	0	10238326	10238326	0	0	12416048	12416048	7	0	16736279	16736279	3	0	20074856	20074856	1	0	18857418	18857418	2	0	26993006	26993006	3	0	0	0	2	0	0	0	7	1
Concepción del Oro	2377220	2377220	9	0	3980360	3980360	3	0	3740585	3740585	7	0	6689461	6689461	6	0	5880371	5880371	1	0	5762829	5762829	4	0	9942940	9942940	2	0	10135643	10135643	5	1	12018538	12018538	2	0	19203111	19203111	7	0	18844661	18844661	7	0	19912188	19912188	5	0	25346128	25346128	4	1	22770582	22770582	17	3	27759792	27759792	5	0	26069531	26069531	7	2	31545319	31545319	8	0	31086807	31086807	12	1	39523178	39523178	8	0	39575520	39575520	8	0	42505760	42505760	14	1
Concepción Pápalo	65793	65793	9	0	86971	86971	2	2	132227	132227	2	2	201009	201009	3	0	295470	295470	3	0	312470	312470	2	1	369569	369569	2	1	609369	609369	2	0	999137	999137	1	1	1150461	1150461	0	0	1659031	1659031	0	0	3813664	3813664	2	1	4217051	4217051	2	1	3260765	3260765	2	0	0	0	4	0	0	0	1	0	0	0	1	0	0	0	1	0	6476942	6476942	1	0	6806029	6806029	3	0	0	0	2	1
Concordia	2469446	2469446	9	2	3310740	3310740	17	4	4091712	4091712	13	3	4647891	4647891	17	6	5348120	5348120	23	2	5599364	5599364	16	2	7498023	7498023	29	10	9608820	9608820	19	8	18353984	18353984	21	8	24607305	24607305	26	9	29612113	29612113	16	5	31784130	31784130	13	3	34423243	34423243	21	8	37327102	37327102	20	5	45146927	45146927	14	2	47204196	47204196	22	4	50288915	50288915	10	3	52516013	52516013	21	5	65962961	65962961	13	1	66135734	66135734	30	10	92049872	92049872	49	30
Coneto de Comonfort	559806	559806	9	1	1153095	1153095	4	2	1141141	1141141	5	3	1361745	1361745	0	0	1397451	1397451	4	0	1685185	1685185	0	0	1968744	1968744	2	1	1973026	1973026	3	0	2542445	2542445	2	0	4432088	4432088	8	3	5266549	5266549	2	0	6182660	6182660	3	2	6296592	6296592	1	1	6917653	6917653	5	0	7167267	7167267	2	1	7885975	7885975	1	0	9709542	9709542	2	0	9921036	9921036	3	1	12103465	12103465	3	1	15852922	15852922	4	2	14258565	14258565	2	0
Conkal	337453	337453	9	0	497075	497075	4	0	628094	628094	4	0	738283	738283	3	0	901714	901714	2	0	1097506	1097506	3	0	1550964	1550964	1	0	2246746	2246746	4	0	2598728	2598728	2	0	3341306	3341306	5	1	4555263	4555263	6	0	2461987	2461987	2	0	8946792	8946792	1	0	10128707	10128707	2	0	11068299	11068299	5	0	12739433	12739433	1	0	16387417	16387417	2	0	16259439	16259439	6	1	22591678	22591678	7	0	24143439	24143439	6	0	20759322	20759322	4	0
Constancia del Rosario	36348	36348	9	3	45667	45667	13	8	62332	62332	2	1	94656	94656	2	1	139727	139727	3	2	137439	137439	3	3	283622	283622	5	5	658774	658774	2	2	1212378	1212378	1	1	1401949	1401949	2	1	1499217	1499217	4	3	5142442	5142442	0	0	4731298	4731298	4	2	1753641	1753641	3	1	118489	118489	2	1	0	0	3	2	0	0	1	1	0	0	3	3	7911456	7911456	1	0	10722947	10722947	6	3	9797753	9797753	1	1
Contepec	1101682	1101682	9	4	1256594	1256594	19	7	1696911	1696911	20	5	2349963	2349963	23	6	2779101	2779101	17	8	2779907	2779907	18	5	8236616	8236616	23	5	5084055	5084055	22	4	13540329	13540329	19	6	10310050	10310050	10	1	21311002	21311002	11	3	30070599	30070599	25	10	17841870	17841870	17	1	39225117	39225117	23	5	33406736	33406736	27	5	39283679	39283679	16	2	50563000	50563000	24	1	53063351	53063351	21	2	55884671	55884671	12	2	64505043	64505043	16	4	74052275	74052275	12	2
Contla de Juan Cuamatzi	661558	661558	9	0	968436	968436	8	1	1491917	1491917	7	0	1796245	1796245	15	1	4676294	4676294	13	1	5308338	5308338	14	2	6617953	6617953	11	1	10229968	10229968	13	3	14903546	14903546	8	1	22458082	22458082	20	4	23577364	23577364	9	1	30177196	30177196	8	2	29522547	29522547	18	0	0	0	9	0	39597741	39597741	9	0	42963315	42963315	9	1	40854908	40854908	12	0	0	0	6	0	51452262	51452262	11	0	57980702	57980702	9	2	0	0	12	3
Copainalá	1158292	1158292	9	0	1229800	1229800	6	1	1076769	1076769	6	0	1890966	1890966	10	1	1869853	1869853	21	11	1892404	1892404	20	6	5309122	5309122	17	6	8022690	8022690	21	8	4321195	4321195	30	14	15030029	15030029	17	5	20574402	20574402	16	2	0	0	19	1	23009302	23009302	29	6	27177724	27177724	9	1	29222937	29222937	11	3	0	0	2	0	37189562	37189562	5	1	51263118	51263118	9	0	52873201	52873201	10	1	54684780	54684780	12	3	0	0	12	0
Copala	688843	688843	9	2	1171034	1171034	12	6	1288139	1288139	8	1	2257700	2257700	6	2	4721754	4721754	13	6	4309677	4309677	9	4	3621005	3621005	19	6	2078703	2078703	12	2	8270402	8270402	13	7	15272127	15272127	6	2	12306456	12306456	11	5	16936515	16936515	3	2	14915264	14915264	7	0	14006235	14006235	11	3	17647822	17647822	1	0	16910585	16910585	12	7	25286353	25286353	5	2	20389058	20389058	14	6	27203116	27203116	10	4	34517839	34517839	7	2	40967456	40967456	12	2
Copalillo	738288	738288	9	5	1255090	1255090	13	2	1380599	1380599	5	3	1932839	1932839	15	6	2188259	2188259	7	3	2854650	2854650	3	1	3318328	3318328	6	1	1116586	1116586	5	3	1672900	1672900	3	2	0	0	6	0	12361614	12361614	9	2	7916773	7916773	8	1	0	0	6	2	19718612	19718612	8	2	26045249	26045249	9	2	20464422	20464422	5	2	22401875	22401875	4	2	25200379	25200379	8	2	0	0	10	2	34228121	34228121	9	1	34599186	34599186	11	1
Copanatoyac	554785	554785	9	13	943134	943134	24	19	1037448	1037448	24	22	1354300	1354300	14	5	1865589	1865589	20	14	909538	909538	23	19	881668	881668	22	13	1551905	1551905	21	15	1939937	1939937	40	28	11606142	11606142	21	18	12855426	12855426	32	18	13912770	13912770	9	5	22061556	22061556	15	10	23351696	23351696	7	5	30141509	30141509	21	13	29147145	29147145	10	8	32087208	32087208	12	5	44687930	44687930	17	9	48411923	48411923	19	13	52583445	52583445	21	14	57291930	57291930	24	8
Copándaro	586825	586825	9	4	771120	771120	8	0	920501	920501	11	4	902597	902597	10	3	1271078	1271078	6	0	1635951	1635951	8	3	1984310	1984310	6	2	2678144	2678144	7	0	5544259	5544259	3	1	8580225	8580225	6	3	10033740	10033740	4	0	0	0	4	1	14451124	14451124	2	0	17720534	17720534	4	0	19082587	19082587	6	0	19153849	19153849	16	1	21704346	21704346	4	1	21704346	21704346	6	0	28644887	28644887	2	0	33592261	33592261	6	3	44282386	44282386	6	0
Coquimatlán	1914167	1914167	9	3	2939209	2939209	21	5	2569841	2569841	20	7	3143866	3143866	15	3	4007539	4007539	12	2	4624000	4624000	15	5	7368303	7368303	9	3	10585393	10585393	11	0	18386439	18386439	6	0	22701994	22701994	14	4	21937550	21937550	16	2	21843048	21843048	5	0	25452047	25452047	10	3	26091067	26091067	10	2	33639545	33639545	13	3	47841113	47841113	9	1	51386144	51386144	13	1	47313464	47313464	11	2	63969345	63969345	9	1	57255038	57255038	13	2	62940603	62940603	11	4
Córdoba	11741508	11741508	9	22	19677861	19677861	114	16	21325521	21325521	104	20	24740978	24740978	87	16	31726000	31726000	78	13	32965000	32965000	80	13	44118462	44118462	80	4	52477781	52477781	88	12	88931487	88931487	75	4	131870252	131870252	63	7	152749600	152749600	94	10	164232223	164232223	61	3	220677487	220677487	93	8	234953870	234953870	98	12	250978834	250978834	79	7	257277148	257277148	59	7	316580558	316580558	75	7	334598545	334598545	81	5	509064193	509064193	86	11	548590992	548590992	119	21	444514611	444514611	89	9
Coronado	450084	450084	9	0	2322602	2322602	2	0	2164790	2164790	5	0	4002867	4002867	3	0	3552166	3552166	3	1	3800692	3800692	3	1	3127480	3127480	0	0	4256042	4256042	1	0	6007699	6007699	0	0	6861948	6861948	0	0	7553924	7553924	0	0	7252809	7252809	8	7	7925431	7925431	2	1	8549482	8549482	1	0	9222724	9222724	0	0	10941059	10941059	1	0	12745255	12745255	2	1	12331785	12331785	1	0	16152490	16152490	3	2	15002099	15002099	1	0	17619851	17619851	1	0
Coronango	534805	534805	9	4	931541	931541	11	0	1646849	1646849	5	0	1322000	1322000	16	3	1241168	1241168	7	1	717294	717294	8	0	1798141	1798141	8	2	3683462	3683462	12	1	4163354	4163354	11	6	4630864	4630864	7	1	7185578	7185578	4	1	0	0	10	3	25203561	25203561	7	1	25876781	25876781	10	3	31029366	31029366	13	1	28979453	28979453	8	1	36849740	36849740	6	1	22103829	22103829	13	2	0	0	8	1	0	0	17	3	0	0	19	3
Coroneo	909499	909499	9	0	1401134	1401134	4	0	1961588	1961588	10	2	2146993	2146993	4	0	3503980	3503980	4	0	3826898	3826898	9	3	4693204	4693204	6	1	6037000	6037000	4	0	8556000	8556000	4	0	33788000	33788000	18	0	42815043	42815043	6	0	40861799	40861799	10	0	47811370	47811370	8	0	38948267	38948267	5	1	40926278	40926278	13	1	38468313	38468313	3	0	0	0	6	1	38436587	38436587	2	0	47376446	47376446	7	0	45221603	45221603	15	0	0	0	7	2
Corregidora	3212032	3212032	9	6	6193531	6193531	28	2	10688998	10688998	32	5	16186094	16186094	27	6	19977972	19977972	17	1	28884842	28884842	21	0	0	0	18	3	44641582	44641582	30	2	49183547	49183547	30	3	74383602	74383602	25	3	92396459	92396459	23	4	115244224	115244224	34	2	176869250	176869250	39	5	229447292	229447292	39	3	228051965	228051965	41	2	267484533	267484533	32	5	298425788	298425788	39	2	391943807	391943807	40	4	502233384	502233384	33	8	536016553	536016553	42	5	479050681	479050681	38	3
Cortazar	3372319	3372319	9	6	5726027	5726027	69	10	7578176	7578176	54	1	10076165	10076165	63	9	12507327	12507327	50	6	14065958	14065958	38	8	18735351	18735351	49	6	26376430	26376430	41	8	43529416	43529416	52	6	61636880	61636880	49	4	68393750	68393750	40	2	75898760	75898760	32	3	79194516	79194516	54	4	81854871	81854871	52	6	90460472	90460472	48	2	110296413	110296413	56	6	114432491	114432491	41	3	118953214	118953214	49	5	146891191	146891191	45	3	154876391	154876391	53	14	0	0	40	8
Cosalá	2354377	2354377	9	7	3283187	3283187	24	15	3944678	3944678	14	7	3944207	3944207	20	14	4661639	4661639	34	24	5947446	5947446	27	21	7383794	7383794	31	24	9954416	9954416	30	22	18935592	18935592	21	8	21421423	21421423	25	18	25411565	25411565	13	10	28832550	28832550	21	15	26551297	26551297	10	7	28238862	28238862	13	7	35555521	35555521	13	2	36971600	36971600	19	8	45252778	45252778	18	14	49888229	49888229	24	16	51295820	51295820	25	18	53790349	53790349	31	18	60705882	60705882	29	16
Cosamaloapan de Carpio	2967249	2967249	9	6	3560699	3560699	63	10	5613027	5613027	49	12	6421851	6421851	58	8	7552000	7552000	57	9	10390278	10390278	46	14	11351393	11351393	44	7	13215218	13215218	46	13	16214338	16214338	29	3	47067313	47067313	27	3	24755045	24755045	28	3	49905979	49905979	34	2	83159868	83159868	32	2	58989547	58989547	35	5	35999967	35999967	34	6	75857321	75857321	27	6	99734645	99734645	32	3	99267681	99267681	35	3	202438429	202438429	42	8	239657029	239657029	44	12	141906206	141906206	35	12
